,id,sentiment,extractText
135,4428,2,"STEINBERG PROJECT: FIRST (BABY) STEP PIR <preines(
Wednesday, March 17, 2010 12:59 AM
Huma Abedin
Steinberg Project: First (Baby) Step
http://www.theatlantic.com/politics/archive/2010/03/when-a-schedule-is-more-than-a-schedule/37587/
When A Schedule Is More Than A Schedule
By Marc Am binder
The Atlantic.com
Mar 16 2010, 9:45 PM ET
Close observers of the State Department noticed something different this afternoon: on the daily schedule distributed
by the department includes, for the first time, information on Deputy Secretary of State Jim Steinberg's appointments.
Until recently, the daily release included Secretary of State Hillary Clinton's schedule only. No longer.
""Steinberg will meet Wednesday with Singaporean Deputy Prime Minister Teo Chee Hean.""
The inclusion of Steinberg suggests that the department is aware that it needs to do a better job of integrating
Steinberg's portfolio into its general communications strategy and show how the leadership of the department acts in
concert.
""Jim has always been an integral part of the Secretary's team, but we haven't always shown how crucial he is to State's
mission,"" said Philippe Reines, Clinton's communications consiglieri. ""This is a one simple way to fix that.""
The Beltway rumor mill often includes gossip that Steinberg isn't happy, or that he's not seen as an integral part of
President Obama's foreign policy team, or that his efforts aren't appreciated.
Reines, who rarely speaks on the record, responded to a question about whether Steinberg is indeed unhappy in this
way: ""I'm not a shrink, and I have to confess that we don't sit around in a circle often enough exploring our feelings. But
what is crystal clear to everyone is that Jim is smart, dedicated, and valued.""
Steinberg has a been a principal adviser on issues ranging from Iran -- he is the administration's team lead, cybersecurity
and China (he's been tasked with pressuring China into accepting tougher sanctions on Iran), but his work often goes
unnoticed.
On Friday, he is said to have given a tongue-lashing to the Israeli Ambassador to the U.S., Michael Oren, about that
country's actions during a visit by Vice President Biden.
When President Obama selected Gen. Jim Jones as National Security Adviser, he asked Clinton to make Steinberg her
deputy -- and she did. Since day one, prognosticators have been predicting friction between Steinberg and Clinton,
although none has publicly surfaced."
136,4429,2,"UPDATE Busy day yesterday - highlights:
-haiti delivered its vision, fine but needs work and cost alignment (3 year cost exceeds 78 with total need put at 11B for
complete rebuild - neither are great numbers based on analysis so work cont)
- discussion and presentation of both dev authority and MDTF (which is open for contributions now and will be
administered by WB with support from IDB)
- bellerive or preval to announce wjc in context of release on dev authority - supposedly today but if preval wants to
announce from Haiti that won't occur until thurs and will drive us all wild so pushing for today
-EC says it will do essentially 100M that is new (rest is 200M being repurposed; 100M - of which 20M is only new - being
repurposed). Of their repurposed money, 40M euros will go to debt support by end of april)
- France will do 70M euros a year for 2 years (upping their traditional annual contrib by SOM euros from 20M euros);
french will do some budget supp
- seeing spain, canada, and pot today
-tentatively seeing cubans today to discuss hospital cooperation proposal they sent as result of craighulissa last trip
-lots of whispering re timing of usg human rts report and a few pointed ques re our motivation on timing given pre-conf
and cont on 31Mar; preval still very upset - will be calling him on thurs as a post conf cony and hear him out
- pressure for budget support on everyone; french pointed out US says it doesnt do budget supp but sends 500M each
year to palestian auth in direct budget support suggesting we will do it when politically expedient for us
- worry about the rains and cont need for shelter (been raining in PauP for last 3 days).
Cdm"
137,4430,2,"H: ISRAEL, COUPLE OF THINGS. SID H: In case you haven't seen it, this is the fully articulated view of the Netanyahu government and Likud about ""the crisis.""
-ihe New Republic is a preferred cutlet for the highest level Likudineocon propaganda. ?Viichae! Oren, a channel for Israeli
Intel, was a frequent contributor in the past. On a lower level; so was Michael Ledeen when he was trafficking
disinformation. The New Republic was critical in undermining Carter when he pressed Begin Israeli intel used Ledeen
and TNR to put out the stories on Billy Carter. But TNR is only one key being hit in the Wurlitzer. Here's one small but
frank thing: Axelrod should not be a foreign policy spokesman on any issue or area. He has badly exacerbated this one.
Many people in the press feel he's out of his lane and resent being lectured by him on foreq..3n policy. Foreign Policy
magazine website has run a piece on this, reflecting widespread sentiment. (I've enclosed this article bellow the TNR one
below.) I'd make Steinberg tell Donilon they need to rein in Axelrod. Axelrod has enough to do fixing the domestic messes
he's made. Let it come from Steinberg. He's unhappy anyway. Sid
http://www.tnr.corniarticie/world/the-crisis?page=0,0
Ea
Published on The New Republic
Was Obama's confrontation with Israel premeditated'?
Yossi Klein Halevi
4. March 16, 2010 17:13 pm
JERUSALEM—Suddenly, my city feels again like a war zone..Since the suicide bombings ended in 2005, life in
Jerusalem has been for the most part relatively calm. The worst disruptions have been the traffic jams resulting from
construction of a light rail. jUst like in a normal city. But navy, again, there are clusters of helmeted border nOtiCe near the
gates of the Old City. black smoke from burning tires in the Arab village across from my porch, young men marching with
green Islamist flags toward my neighborhood, ambulances parked at strategic places ready for this city's ultimate
nightmare.
The return of menace to Jerusalem is not because a mid-level bureaucrat announced stage four of a seven-stage process
in the eventual construction oft,600 apartments in Ramat Shiomo. a Jewish neighborhood in northeast Jerusalem. Such
announcements and building projects have become so routine over the years that Paestinians have scarcely responded,
let alone violently. In negotiations between Palestinians and Israelis, the permanence of Ramat Shiomo, and other Jewish
neighborhoods in East Jerusalem, has been a given. Ramat Shlomo, located between the Jewish neighborhoods of
French Hill and Rarrot, will remain within the boundaries of Israeli Jerusalem accord ng to every peace plan. Unlike the
Snail Jewish enclaves inserted into Arab neighbochoocis, on which Israelis are strongly buliding in the established
Jewish neighborhoods of East Jerusalem defines the national consensus.
Why, then, the outbreak of violence now? Why Harness ""day of rage"" over Jerusalem and the Palestinian Authority's call
to gather on the Temple Mount to ""save"" the Dome of the Rock from non-existent plans to build the Third Temple? Why
the sudden outrage over rebuilding a synagogue, destroyed by the Jordanians in 1948, in the Old City's Jewish Quarter,
when dozens of synagogues and yeshivas have been built in the quarter without incident?
The answer lies not in Jerusalem but in Washington. By placing the issue of building in Jewish neighborhoods in East
Jerusalem at the center of the peace process, President Obama has inadvertently challenged the Palestinians to do no
less.
Astonishingly. Obama is repeating the key tactical mistake of his failed efforts to restart Middle East peace talks over the
last year. Though Oben-la's insistence on a settlement freeze to help restart negotiations was legitimate, he went a step
too far by including building in East Jerusalem. Every Israeli government over the last four decades has built in the Jewish
neighborhoods of East Jerusalem; no government, let alone one headed by the Likud, could possibly agree to a freeze
there. Obama made resumption of negotiations hostage to a demand that could not be met. The result was that
Palestinian leaders were forced to adjust their demands accordingly.
Obama is directly responsible for one of the most absurd turns in the history of Middle East negotiations. Though
Palestinian leaders negotiated with Israeli governments that built extensively in the West Bank, they now refused to sit
down with the first Israeli government to actually agree to a suspension of building. Obama's demand for a building freeze
in Jerusalem led to a freeze in negotiations.
Finally, after intensive efforts, the administration produced the pathetic achievement of ""proximity talks""—setting
Palestinian-Israeli negotiations back a generation, to the time when Palestinian leaders refused to sit at the same table
with Israelis.
That Obama could be guilty of such amateurishness was perhaps forgivable because he was, after ail, an amateur. But
he has now taken his failed policy and intensified it. By demanding that Israel stop building in Ramat Shlomo and
elsewhere in East Jerusalem—and placing that demand at the center of American-Israeli relations—he's ensured that the
Palestinians won't show up even to proximity talks. This is no longer amateurishness; it is pique disguised as policy.
Initially, when the announcement about building in Ramat Shlomo was made, Israelis shared Vice President Biden's
humiliation and were outraged at their government's incompetence. The widespread sense here was that Netanyahu
deserved the administration's condemnation, not because of what he did but because of what he didn't do: He failed to
convey to all parts of his government the need for caution during Biden's visit, symptomatic of his chaotic style of
governing generally.
But not even the opposition accused Netanyahu of a deliberate provocation. These are not the days of Yitzhak Shamir,
the former Israeli prime minister who used to greet a visit from Secretary of State James Baker with an announcement of
the creation of another West Bank settlement. Netanyahu has placed the need for strategic cooperation with the U.S. on
the Iranian threat ahead of the right-wing political agenda. That's why he included the Labor Party into his coalition, and
why he accepted a two-state solution—an historic achievement that set the Likud, however reluctantly, within the
mainstream consensus supporting Palestinian statehood. The last thing Netanyahu wanted was to embarrass Biden
during his goodwill visit and trigger a clash with Obama over an ultra-Orthodox neighborhood.
Nor is it likely that there was a deliberate provocation from the ultra-Orthodox Shas party, which runs the interior ministry
that oversees building procedures. Shas, which supports peace talks and territorial compromise, is not a nationalist party.
Its interest is providing housing for its constituents, like the future residents of Ramat Shlomo; provoking international
incidents is not its style.
Finally, the very ordinariness of the building procedure—the fact that construction in Jewish East Jerusalem is considered
by Israelis routine—is perhaps the best proof that there was no intentional ambush of Biden. Apparently no one in the
interior ministry could imagine that a long-term plan over Ramat Shiomo would sabotage a state visit.
In turning an incident into a crisis, Obama has convinced many Israelis that he was merely seeking, a pretext to pick a fight
with Israel. Netanyahu was inadvertently shabby; Obama, deliberately so.
Ac.t,cording to a banner headline in the newspaper Ma'ariv, senior Likud officials believe that Obama's goal is to topple the
Netanyahu government, by encouraging those in the Labor Party who want to quit the coalition.
The popular assumption is that Obama is seeking to prove his resolve as a leader by getting tough with Israel. Given his
ineffectiveness against Iran and his tendency to violate his own self-imposed deadlines for sanctions, the Israeli public is
not likely to be impressed. Indeed, Israelis' initial anger at Netanyahu has turned to anger against Obama. According to an
Israel Radio poll on March 16, 62 percent of Israelis blame the Obama administration for the crisis, while 20 percent
blame Netanyahu. (Another 17 percent blame Shas leader Eli Yishai.) •
In the last year, the administration has not once publicly condemned the Palestinians for lack of good faith—even though
the Palestinian Authority media has, for example, been waging a months-long campaign denying the Jews' historic roots
in Jerusalem. Just after Biden left Ramailah, Palestinian officials held a ceremony naming a square in the city after a
terrorist responsible for the massacre of 38 Israeli civilians. That too didn't merit an administration rebuke.
Obama's one-sided public pressure against Israel could intensify the atmosphere of ""open season"" against Israel
internationally. Indeed, the European Union has reaffirmed it is linking improved economic relations with Israel to the
resumption of the peace process—as if it's Israel rather than the Palestinians that has refused to come to the table.
If the administration's main tactical error in Middle East negotiating was emphasizing building in Jerusalem, its main
strategic error was assuming that a two-state solution was within easy reach. Shortly after Obama took office, Rehm
Emanuel vvas quoted in the Israeli press insisting that a Palestinian state would be created within Obama's first tent.
instead, a year later, we are in the era of suspended proximity talks. Now the administration is demanding that Israel
negotiate over final status issues in proximity talks as a way of convincing the Palestinians to agree to those talks--as if
Israelis would agree to discuss the future of Jerusalem when Palestinian leaders refuse to even sit with them.
To insist on the imminent possibility of a two-state solution requires amnesia. Biden's plea to Israelis to consider a
withdrawal to an approximation of the 1967 borders in exchange for peace ignored the fact that Israel made that offer
twice in the last decade: first, when Prime Minister Ehud Barak accepted the Clinton Proposals of December 2000, and
then more recently when Prime Minister Ehud Olmert renewed the offer to Mahrnoud Abbas. Abbas, says Olmert, never
replied.
The reason for Palestinian rejection of a two-state solution is because a deal would require Palestinians to confine the
return of the descendants of the 1948 refugees to Palestine rather than to Israel. That would prevent a two-state solution
from devolving into a bi-national, one-state solution. Israel's insistence on survival remains the obstacle to peace.
To achieve eventual peace, the international community needs to pressure Palestinian leaders to forgo their claim to Haifa
and Jaffa and confine their people's right of return to a future Palestinian state--just as the Jews will need to forgo their
claim to Hebron and Bethlehem and confine their people's right of return to the state of Israel. That is the only possible
deal: conceding my right of return to Greater Israel in exchange for your right of return to Greater Palestine. A majority of
Israelis—along with the political system—has accepted that principle. On the Palestinian side, the political system has
rejected it.
In the absence of Palestinian willingness to compromise on the right of return, negotiations should not focus on a two-
state solution but on more limited goals.
There have been positive signs of change on the Palestinian side in the last few years. The rise of Hamas has created
panic within Fatah, and the result is, for the first time, genuine security cooperation with Israel. Also, the emergence of
Salem Fayyad as Palestinian prime minister marks a shift from ideological to pragmatic leadership (though Fayyad still
lacks a power base). Finally, the West Bank economy is growing, thanks in part to Israel's removal of dozens of
roadblocks. The goal of negotiations at this point in the conflict should be to encourage those trends.
But by focusing on building in Jerusalem, Obama has undermined that possibility too. To the fictitious notion of a peace
process, Obama has now added the fiction of an intransigent Israel blocking the peace process.
The administration, according to a report in the Israeli ne\Aispaper Yedito Aharonot, is making an even more insidious
accusation against Israel. During his visit, wrote Yediot Aharanot, Bicien told Israeli leaders that their policies are
endangering American lives in Afghanistan and Iraq. The report has been denied in the White House. Whether or not the
remark was made, what is clear today in Jerusalem is that Obama's recklessness is endangering Israeli--and Palestinian--
lives. As I listen to police sirens outside my window, Obama's political Intifada against Netanyahu seems to be turning into
a third intifada over Jerusalem.
Yossi Klein Ha/evils a senior fellow of the She/em Center in Jerusalem, and a contributing editor of The New Republic.
WM David Axelrod please be quiet, pease?
Posted By 4 '■ (I? ""
nikrionday, March 15, 2010
Commentary's Jqr2-.)ifese,
,e]'pp.1 is reacting way out of proportion to par,. inclav morninitalk
That said, she's got a germ of a good point:
David Axelrod — a political operative who now seems at the center of foreign-policy formulation (more on
this later) — went on the Fox, ABC, and NBC Sunday talk shows to repeat how insulted the Obami were
over Israeli building in Jerusalem and what an atf;:atet this was to them....
[I]t might have something to do with the fact that Axelrod and the Chicago pols are running foreign policy.
It's attack, attack, attack -- just as they do any domestic critic.
Quibble away with Rubin's characterization of ""Chicago pols,"" but she does raise a decent question: why on God's green
earth is the Obama equivalent of Karl Rove talking about foreign policy in public?
Since the tri2 from:Hag, its clear that the Obama administration has ratcheted up the rhetoric taiLvate, irLpublic, in
press_leaks and throupo.r.:“.!;':.ib. E,
,
r,a! oN.-
1.n.rq31,5 to their Israeli counterparts. Given what transpired, it's entirely.ap.oropriate
that the Obama administration make its displeasure felt publicly.
Why Axelrod, however? Sure, the Sunday morning talk shows wanted to talk health care as well. And it's true that
Axelrod, thought of as pro-Israel, could send a tough signal. Still, couldn't the administration have sent Hillary Clinton to
one of the Sunday morning talk shows instead? Wouldn't she have been the more appropriate spokesman.
I've spent enought time inside the Beltway to be leery of the gossipy tidbits I collect when I'm down there. That said, there
was one persistent drumbeat I heard during my last sojourn -- that Axelrod and the politicai advisors were acting as
Obama's foreign policy gatekeepers.
Now, I am shocked, shocked, that cciiiticialv., :hirkinc aciout foreimi oa!icv :n manner. That said, there is a
balance to be struck between political and policy advisors. Even David Frum admitted that this baiaiv otout ofhihatc.i<
during the Bush administration. I'd like to see things return to to the pre-21st century equilibrium. It would be disturbing if
the new equilibrium is that someone like David Axelrod becomes the foreign policy czar."
138,4434,1,"DECLARATION OF INDEPENDENCE OF DISPLAY IN ADAMS ROOM Nice work Jake and Nora.
cdm"
139,4436,1,"THANKS TO TEAM PLEDGE DATA Mills, Cheryl D <MillsCD©state.gov>
Thursday, April 1, 2010 3:37 PM
Mills, Cheryl D
Fw: THANKS to Team Pledge Data
See bottom of message re the firsts.
These were innovations we pushed (particularly use of web for real time display of pledges and what initially was
described by those who did not like my idea as pay to play (or in this instance as I argued - it was pay to have a priority
speaking slot as those who did not have a pledge would get to speak, just not until the end).
Nice addition to our innovation and tech storyline.
Cdm"
140,4458,1,"H: FYI. SID Waiting at Nora's now with Jackie for Shaun and his wife Camilla, you're welcome to join us. If you're around Sunday joe
Wilson is coming by to show the cut of the film about him and valerie starring Sean Penn. just us
and Joe and the film. Everything you've done on NI has had a beneficial effect. All good. This is a happy St Pat's Sid Sent
via Cingular Xpress Mail with Blackberry"
141,4463,1," Cc: Abedin, Huma
Happy to chat at your convenience"
142,4471,1,CONGRATS! I will prepare for Tuesday. Happy Easter!
143,4494,2,"WAPO Wow, that was fast - and great
Don't worry about the reporter reading the quotes back to you, we're recording and he'll have the transcript shortly. I'm
guessing we just caught him at a bad moment and he's not as flaky as he sounds"
144,4512,2,"SIGN OFF U ok with statement?
Statement by the Secretary
The Death of Polish President Kaczynski and His Delegation
I join President Obama in offering my deepest condolences to the people of Poland, to the Kaczynski family, and to the
families of all those killed in this tragedy. Lost alongside President Kaczynski and his wife were Polish leaders from
across the political spectrum, men and women who shaped and sped Poland's post-1989 democratic transformation and
were leading Poland into its promising future. The tragedy of these lives cut short will be felt deeply across the world,
but their legacy will live on in a free and flourishing Poland.
The United States stands with the Polish people in this difficult hour. Like the country he led, President Kaczynski was
one of America's most valued and trusted allies. He was well known in the United States as a champion for democracy
against an oppressive regime, a man whose journey took him from the Gdatisk Shipyards to the presidency of a free
people. President Kaczynski was an unstinting advocate for freedom and human rights not just in Poland, but around
the world. He will be long remembered and sorely missed.
The Polish people have endured more than their share of sorrow, but they have always shown resilience and resolve in
the face of adversity -- and I know they will pull- together in solidarity to grieve this loss.
My thoughts and prayers are with all the people of Poland today."
145,4526,1,"GREAT PICTURE ON THE FRONT PAGE OF THE NYT! I hope you are having someone keep a scrapbook!
Anne-Marie Slaughter
Director of Policy Planning
U.S. Department of State
(202) 647-2972"
146,46,2,"LIBYAN My lYi was referring to the Libyan. The arming the rebels breathlessness is silly.
—"
147,4624,1,UN SPEECH Great! Will do.
148,4697,1,"NEWSWEEK Really good stuff. Especially fantastic opening page
Getting very very good feedback
I can't even remember now what if anything in it bugged me yesterday. Nothing in it has anyone making a double take
to flesh out so far.
Its overall frame of the partnership paints you in exactly the way I think people respect you most, and I think Hirsh might
actually have come up with a theme that will stick.
Have only seen the cover photo online, I want to see the hardcopy since we all know it's the pictures that really matter.
Text on the cover is great"
149,4701,1,"NEWSWEEK You're very welcome. We've got a pretty good process in place handling the projects, and as always, we have a great
product to sell.
And as a non-Methodist list maker, this project now comes off mine, and Caroline will be crossing it off our white board
tomorrow, a very satisfying ritual. Esquire's should hit soon and will hopefully be as positive. Then it's just 60 left, and I
feel good about that too.
I would say that the one thing that's going to continue to be annoying is people pressing you on how long you'll serve.
When Tavis got you to say you probably won't for 8 years, that was especially stupid newsmaking on his part. Hirsh tried
it with four, and I think others will.
Might just be easiest to say, I've learned not to predict the future - including my own - but I intend to and hope to. We
have a lot to do, so much that we've started, and I want to see it through.
Or just a simple I hope to
If you don't you don't nobody's going to call you on saying you 'intended to' a year earlier. Again, the 8 years was
especially dumb speculation
But these questions are really code for are you happy, are you being treated well, do you have enough juice? And no
point to let people interpret the answer to their nefarious use."
150,4707,1,"GOOD LUCK ON A GOOD START! Wow What a nice suprise. Thanks 4 words of support and enthusiasm alas my gain has given omaaley his nemisis.
The erlichs r running 4 gov. Both husband/wife were looking @ senate. But. Dem. Md. Will be like NATO. An. Attack on
one an attack on all am zipping around the. State and. Tweeting. Can u believe it. Along way from our perogi tours.
NY. ---- your are the best.
Sent from my BlackBerry Wireless Handheld"
151,4708,1,"EXPO UPDATE I have asked Jose to get you a more detailed report but I.must tell you the opening of the USA Pavilion has been a great
success so far - at least among the expo-goers. A few vignettes.
- while we don't want to brag to our Chinese hosts, our Pavilion has become the most popular. During the trial runs last
week, the Chinese expo-goers rushed directly from the gates to the USAP (and even broke some of our turn-styles).
Needless to say, the Chinese have improved security. On EACH of the first two days, 30,000 pple visited. Lines are long
and pple are loving the show. We are also getting many foreign officials to visit.
-the 100 US college student ambassadors (who act as guides and speak Mandarin) are the biggest hits of the pavilion.
Fair-goers stand in line to have their photo's taken w them. They explain the show and send a great message.
- the story line that we thght was simplistic is quite popular (the overture where Americans try to say hello in mandarin
is met w howls of laughter and Act ll called the Garden is doing well). During the thunderstorm scene a mist comes from
the ceiling and some pple put up their umbrellas. Act I is a bit too commercial but the audience claps and take photo's
when you and President come on the screen.
- we are selling tons of USA merchandise - the two most popular items - mini-basketballs with the USAP seal on it and
the bison stuffed animals - who knew?
Anyway, thght u'd enjoy the quick report. I cannot imagine us not being here! We will keep you posted.
Smart power works!"
152,4804,2,"DAN... Is ready to come pick up the speech when you have it done. Just shoot him and email. I think it's really close. It's
gone out to the team again for any serious flags or omissions, but they've been warned you're line editing."
153,4853,1,"NYT MAG That was great, thank you for doing"
154,4864,2,"DOROTHY HEIGHT Madame Secretary, April Ryan asked me to pass along to you that Dorothy Height has taken a turn for the worse and is
not expected to survive long.
Pi"
155,489,1,A NOTE FROM That is s000 nice. They're both such good folks.
156,4910,1,NICE JOB TODAY.... 
157,4923,1,GREAT TO SEE YOU AND PRESIDENT CLINTON SITTING ON EITHER SIDE OF BAN KI MOON! And the speech was excellent.
158,4954,1,"STARTEGIC COMMUNICATIONS Greetings from Nairobi. I'm at the end of week-long trip to Kampala, Kinshasa and now Nairobi. The trip has been very
productive and I will fill you in on some of the discussions I have been having when I return. In the meantime, I know
that there are a number of discussions with Dan Benjamin and others relating to a new more aggressive approach to
CVE and I wanted to update you on my thoughts in terms of how those critical discussions fit in with our overall
approach to strategic communications around the globe.
As you and I have discussed, it is essential that we become much more pro-active in all our communications efforts. To
put it bluntly, we are in an ""information war"" on all fronts. With the proliferation of media outlets and opportunities
around the world, we must fight aggressively to get, and maintain, our fair share of ""consumer share of mind."" Both our
adversaries and allies recognize the importance of this aspect of foreign policy and are adopting new ways of
communicating with foreign publics. Consumers everywhere are constantly facing a barrage of information and in some
cases misinformation and dis-information. In order to get our messages across and confront the threats posed by our
adversaries, we must develop a new sense of urgency in all our communications efforts. Much has been said and written
about the concept of ""soldier diplomats"". In the same vein, I believe we must empower a corps of ""diplomat soldiers"" to
help us gain ground in this new war.
While countering violent extremism is, and will remain, a key objective of our communications efforts we must apply the
same level of determination with respect to all communications. We must both aggressively promote positive stories
about the US and rapidly respond to attacks against us. In the past, our failure to respond to attacks and distortions has
diminished our credibility and undermined our ability to combat our adversaries. For example, had we not responded to
all the rumors and innuendos surrounding our relief efforts in Haiti, I believe we would have provided a fertile field for
AQ and others to continue to perpetuate the image of the US as an ""invader"".
Before I left for this trip, I convened a meeting of our top PD officers and told them that we must become much more
aggressive in our strategic communications programs and initiatives. We plan to implement daily calls between our new
regional PD DAS's and PAO's in the regions so we can monitor on a daily basis all stories about the USG. We will work
with the Posts to ensure that they have strategies for dealing with stories as they develop. I would also like to request
that you send a cable to all Chiefs of Mission informing of the new strategy and reminding them of their responsibilities
in this critical area. We will work on a draft for your review when you return.
Finally, we are developing new organizational solutions, modeled on an approach I saw at our Mission in Uganda, which
I think will greatly clarify roles and responsibilities with respect to in country communications not only within the
Mission, but across all government agencies within particular countries.
I will continue to update you as we move forward.
Hope your trip is going well. Look forward to greeting together when we are both back in DC.
JM"
159,4956,1,GREAT JOB nice
160,4957,1,"GREAT JOB At the foot of the master.
I learned.
cdm"
161,4984,1,INTERNET FREEDOM Great. Thanks. I know he will appreciate it.
162,5068,2,"DOCTORS REPORT FROM HAITI Mills, Cheryl D <MillsCD@state.goy>
Sunday, January 24, 2010 9:40 PM
FW: Doctors report from Haiti
Depressing
See not only Mike's email — really see the incoming one.
cdm"
163,5079,1,"ARE YOU BACK FROM CHINA YET? Yes! A great trip.
On Thu, Jul 8, 2010 at 9:02 PM, H <HDR22@clintonemail.com> wrote:"
164,5093,2," The gentleman you have talked to Bill Burns about has apparently gone to his country's interests section because he is
unhappy with how much time it has taken to facilitate his departure. This could lead to problematic news stories in the
next 24 hours. Will keep you posted."
165,51,3,"H: ROMNEY'S LAST GAMBIT. GOT DONE AND PUBLISHED. SID Will do.
Sullivan, Jacob J <SullivanJJ@state.gov>
Monday, October 1, 2012 3:37 PM
RE: H: Romney's last gambit Got done and published. Sid"
166,5113,2,"H: BEST COMMENTARY. SID ""It was worse than a crime. It was a blunder."" Talleyrand."
167,5123,2,"SAD NEWS John Ryan; Susan Mcnamara;
Corrine Ebeling; Delano, Omorinsola; Claps,
Boys home closing, but numbers don't tell full story
By Burt Constable I Daily Herald Columnist
Published: 6/3/2010 12:01 AM
When the goal is turning around lives of young abused and neglected boys, filling out the scoresheet
is more complicated than simply marking wins or losses.
For the past 15 years, Ann G. Deuel has lived in Arlington Heights, but her heart has resided in Jamal
Place, a three-story graystone at 1335 S. California Ave. in the North Lawndale neighborhood of
Chicago. As a founder and executive director of Jamal Place, Deuel can tell countless stories about
the boys, ages 11 to 17, who have spent time in the group home and about the army of suburbanites
from St. Charles, Naperville, Lake Zurich and Lisle who have volunteered, donated and served on the
board to help those kids. Lots of people in that field have good things to say about Deuel and Jamal
Place.
But when the new fiscal year begins on July 1, the Illinois Department of Children and Family
Services will not renew its contract with Jamal Place, forcing those kids to go to other facilities.
""To shut us down and deny kids this opportunity is unconscionable,"" says Deuel, as she takes a deep
breath and dabs at her eyes in an attempt to keep her emotions in check.
She and her staff operated last year through a $1,041,000 contract with DCFS to provide a group
home for 10 wards of the state. They've carved out a wonderful reputation in 15 years, so what
happened?
The easy answer is that DCFS put the group home under a new performance-based contracting
system that determined Jamal Place fell short of benchmarks for keeping kids from running away,
requiring hospitalization or ending up in juvenile detention.
""Taxpayers expect and deserve positive results in the children we serve,"" says DCFS spokesman
Kendall Marlowe. Jamal Place simply didn't measure up in the areas the state measures.
Because Illinois has trimmed the number of wards of the state from a high of 52,000 in 1997 to only
15,500, a much higher percentage of those kids have mental illnesses, substance abuse or other
problems. Since the state measures an agency's performance by days that the kids are physically
present in the home, Jamal Place, with its small population, got bad marks when a child was
hospitalized for a mental-health issue or detained by a judge.
""We did what was clinically advisable for these children and we got dinged for it,"" says Brian Barclay,
assistant executive director of Jamal Place. ""We did what was in kids' best interest.""
There is no consideration given for ""incremental improvements in youth behavior, which occur as
trusting relationships develop,"" Deuel notes. ""I wish they could find a way to measure the individual
aspects.""
When compared with similar facilities, Jamal Place graded lower, Marlowe says, adding that it ""isn't a
happy day"" when the state ends an agreement with a facility that has ""good people"" and has done
""good work"" in the past. He says DCFS did renew a contract with Deuel for a different transitional
living facility that serves an older population.
One of Jamal Place's ""unfavorable"" outcomes involves a kid who already had a criminal record when
he came to the group home at age 14. Now 17, he says he ended up in juvenile court after he made a
mistake by hanging with the wrong people on the day when he stole a woman's purse.
""I've got a good relationship with the staff and residents. We did things as a family,"" says the teen,
who now is living with a grandmother. ""I love my grandmother, but I'd rather be at Jamal Place. I'm
trying to do everything in my power to get back to Jamal Place.""
Intangibles aren't part of the bureaucratic process. There isn't a place on an evaluation form to give
credit to Deuel and her staff for leading the effort that closed a local ""crack house."" There's no way to
measure the improvements in a former resident that led him for the first time to sign ""love"" before his
name on the Mother's Day card he sent Deuel this year. There's no scoresheet for the local gang
leader who stopped preying on Jamal kids when he was confronted by Deuel and recognized her as
the woman who gave him a Christmas present a few years earlier. The interview for this story is
interrupted when that man calls Deuel, who is helping him find a legitimate job.
""It is enormously frustrating to me that the attachment the boys develop with our staff members is not
a 'measurable' outcome,"" Deuel says. ""These are our children. Long after DCFS is done with these
kids, our door is still open.""
Last weekend, many former residents came back to explain how Jamal Place helped them. On June
26, Jamal Place will celebrate its 15th anniversary with a picnic and walkathon in Douglas Park,
across the street from the home. Deuel and her staff are hoping DCFS finds a way to give them more
time, another year to continue its mission.
""I've always maintained that God won't let us fail,"" says Deuel. ""For 15 years, that's been the case,
and now we've got this challenge."""
168,5170,2,"TOMORROW RELEASE IN PART
B6
I drove the roads - I live lots of packed hard snow and two stuck cars. It's
worse than it seems"
169,5201,1,"LETTER FROM HILLARY Thanks, Gertie, for the very sweet effort. I know such great women, lucky me."
170,5207,1,"FLOTUS RE XFLOTUS PIR <preines(
Wednesday, February 10, 2010 1:16 PM
CDM; Huma Abedin; Jake Sullivan
FLOTUS re XFLOTUS
From Larry King last night:
LARRY KING: How is the -- it was so bitter -- well, rather bitter in the campaign with Hillary, when they were going at
each other.
MICHELLE OBAMA: Yes, it seems so long ago.
KING: Yes. How are they doing now together?
OBAMA: They're great. Hillary Clinton is an amazing secretary of State. I mean she would have been an amazing
president. She was an amazing attorney. She's a phenomenal professional. And she's proven to be a tremendous asset in
-- in so many ways. So the relationship is -- is -- is strong. They share the same views in terms of international policy and
approach. And we're seeing the outcome of that on the international stage. I think, you know, we can say pretty clearly
that the United States -- the -- the view of this nation around the world has changed. People are enthusiastic about the
potential. Things aren't perfect. We're still a nation fighting two wars. But when we travel around the country, the
excitement and the possibility are palpable. And I think that's because of the president, but I think it's also because of
our secretary of State.
http://transcripts.cnn.com/TRANSCRIPTS/1002/09/1k1.01.html"
171,5295,1," RELEASE IN PART
B6
Gert: thank you for sending the letter to
retirement.
on the occasion of her
flew in to surprise her at the luncheon. It was a great day
all around for a great lady. Thanks again. B"
